,material_id,energy_per_atom,Space Group,a,b,c,alpha,beta,gamma,C
1633,C-176681-3152-16,-154.12830733333334,2,2.86468,5.10895,5.98961,129.21434,127.13504999999999,43.56545,6.0
1634,C-189746-9542-8,-154.29637016666666,63,2.47304,4.46822,4.24945,111.39815,90.01231,123.59071,6.0
1635,C-91001-799-27,-154.1087022222222,1,2.52172,6.35121,7.31823,98.49406,113.33484,98.88965,18.0
1636,C-13667-2059-47,-154.1298975,74,3.41761,4.81612,4.92625,60.74046,71.30556,45.18798999999999,8.0
1637,C-9643-4757-8,-154.168669375,1,2.4558,5.36198,7.67767,75.28505,89.96875000000001,90.02490000000002,16.0
1638,C-96700-8739-50,-154.08932633333333,12,2.66361,3.64584,5.6723,70.17291,57.849180000000004,87.85731,6.0
1639,C-137407-1541-21,-154.09188555555556,1,2.46942,7.84913,6.76464,65.34114,108.09565,77.01418999999999,18.0
1640,C-136243-305-13,-154.42751900000002,1,2.4287199999999998,4.43661,6.84345,96.63012,95.81889,93.29567,10.0
1641,C-9622-7780-37,-154.06731666666667,1,2.51363,3.63529,9.59473,80.17071,102.47143000000001,87.97254,12.0
1642,C-184052-2353-3,-154.19518333333335,69,2.4905,4.351999999999999,3.59316,84.2958,69.68574,73.37299,6.0
1643,C-92118-6527-46,-154.217742,8,2.463,3.80224,7.39822,82.89986,99.61016,108.90772,10.0
1644,C-80150-2770-42,-154.0785375,1,2.52366,4.3723399999999994,4.44854,73.83953,80.85408,85.65188000000002,8.0
1645,C-184074-4085-48,-154.121656,2,2.85381,4.555389999999999,6.6129,82.70573,111.36696,113.37608999999999,10.0
1646,C-47633-513-28,-154.27452166666666,136,3.4654,3.46458,7.09218,60.72476,89.90129000000002,90.02139000000001,12.0
1647,C-72718-9015-12,-154.31665583333333,12,2.4800900000000006,3.6891900000000004,4.89296,92.78875000000001,59.56495000000002,70.38614000000001,6.0
1648,C-76036-7014-42,-154.45989833333334,1,2.43249,4.204289999999999,8.5397,83.60255,93.88012,90.05172,12.0
1649,C-72734-9855-4,-154.2289625,8,2.45289,4.05567,5.95491,130.02798,101.88343000000002,89.98552,6.0
1650,C-9643-4757-44,-154.2830525,5,2.42839,4.1637,6.3039,78.13153,101.06141000000001,90.01467,8.0
1651,C-28258-8310-38,-154.160598,1,2.44593,6.376790000000001,4.56985,87.46648,105.41102,101.03335,10.0
1652,C-177264-2024-36,-154.2344541666667,1,2.4592,6.411339999999999,6.75484,43.81426,79.36541,78.93872,12.0
1653,C-56489-4783-15,-154.54723625,227,2.48802,4.30544,4.30413,99.58635,89.98185,73.22803,8.0
1654,C-170382-4594-33,-154.08038785714285,1,2.573,4.11862,8.52446,72.83598,103.71385999999998,92.11320999999998,14.0
1655,C-189736-8326-28,-154.307801,11,2.42485,4.21359,4.20756,89.12255,89.97018,90.01627,6.0
1656,C-96678-2884-41,-154.113859,1,2.45283,3.39037,5.77708,114.20064,78.20237,110.58264,6.0
1657,C-13923-8552-35,-154.43012816666666,12,2.42808,5.6429,3.96622,126.73905000000002,91.29033,100.54278,6.0
1658,C-176681-3152-43,-154.254108,2,3.31995,4.21447,5.96747,90.06984,99.04889,129.13667000000004,10.0
1659,C-47654-5863-37,-154.28812625,8,2.45686,3.6641500000000002,6.41176,74.52386000000001,90.02654,70.41948999999998,8.0
1660,C-145298-5550-53,-154.19666583333333,1,2.42063,2.69576,12.80184,100.45804,95.79312,86.95225000000002,12.0
1661,C-177222-86-52,-154.25930375,8,2.46535,3.21419,7.37245,90.90828000000002,99.5935,112.54767999999999,8.0
1662,C-90843-1323-59,-154.54324125,227,2.48774,3.5151599999999994,4.9735,90.00094,90.01177,89.99806000000001,8.0
1663,C-107740-6840-47,-154.29278375,5,2.45667,3.6676200000000003,6.47904,73.414,89.99878,70.41235,8.0
1664,C-136263-7925-30,-154.23354999999998,5,2.48405,3.92595,6.39605,79.63488,101.18554999999999,108.44196,10.0
1665,C-56503-8782-4,-154.20444833333332,1,2.4330400000000005,5.41412,6.42953,84.65300999999998,79.02192999999998,89.96126,12.0
1666,C-92130-9945-14,-154.30676333333335,2,2.4809100000000006,3.68803,4.21432,104.75694,90.07416999999998,70.38466,6.0
1667,C-193938-7314-45,-154.54797033333332,227,2.4885,4.30559,4.30613,120.00263000000001,106.79784,106.77425,6.0
1668,C-13677-4233-39,-154.18888875,4,3.42717,3.26454,4.54418,89.89707,71.36843,89.83776,8.0
1669,C-102915-7408-6,-154.43997125,1,2.42869,2.42841,11.31354,88.05328,88.36584000000002,59.980120000000014,8.0
1670,C-130542-9068-33,-154.1617515,5,2.46163,3.39879,5.3071,95.14792,89.98510999999999,111.23935,6.0
1671,C-76006-9814-49,-154.44244375,12,2.43004,5.774360000000001,5.69992,48.79468000000001,100.4045,86.10578,8.0
1672,C-53852-3564-1,-154.21403714285717,1,2.44287,7.58093,6.38651,64.29457000000001,78.99778,80.75775,14.0
1673,C-28246-1719-41,-154.07906599999998,1,3.24993,4.16024,4.96615,97.48731,87.25444000000002,80.95534,10.0
1674,C-170354-4342-50,-154.286079,2,2.5637499999999998,2.47942,5.72902,77.56363,89.7919,89.9728,6.0
1675,C-141047-6434-31,-154.192359,2,2.4753799999999995,4.594070000000001,5.85845,102.1085,115.14221,90.05407,10.0
1676,C-177258-9582-27,-154.15509375,2,2.5732900000000005,4.241099999999999,4.64396,82.01365000000001,101.31832,103.96968000000001,8.0
1677,C-193926-6320-32,-154.29597928571428,1,2.46301,5.08166,7.46522,64.90522,99.51147000000002,90.00130999999999,14.0
1678,C-73629-2757-13,-154.53339666666668,166,2.4781599999999995,4.28786,7.21808,119.66846999999999,99.88004000000001,89.99252,12.0
1679,C-92158-6662-36,-154.1434642857143,1,2.90586,4.799559999999999,7.72802,93.42318,103.16386000000001,106.12155,14.0
1680,C-184040-7075-12,-154.199654,1,2.4660599999999997,3.51599,7.40361,103.73562,95.75188,65.03829,10.0
1681,C-177224-1603-33,-154.54922625,227,2.48914,4.97691,4.30498,106.78729,90.00738999999999,120.0497,8.0
1682,C-102912-5323-20,-154.20273125,1,3.64351,4.665499999999999,4.14412,80.65622,73.53842,60.61208999999998,8.0
1683,C-141068-2442-40,-154.12917533333334,2,2.87691,3.6383300000000003,4.92391,102.03625,109.05001999999999,106.26964999999998,6.0
1684,C-56516-5203-40,-154.5351675,194,2.4804599999999994,2.4809100000000006,8.54316,98.34309,73.12915,120.02252999999999,8.0
1685,C-126138-5994-46,-154.31480416666668,12,2.47922,3.68804,4.89492,92.98003999999999,59.59485,70.34503,6.0
1686,C-13895-3001-9,-154.145649,12,2.45837,3.3970899999999995,5.95066,107.93775,77.99495,68.90891,6.0
1687,C-141063-6212-7,-154.066421,1,3.67991,3.7168,5.94124,105.24228,105.65318000000002,98.24497,10.0
1688,C-102868-8745-16,-154.10488125,44,2.53947,4.96045,5.28109,61.951840000000004,76.07369,59.247609999999995,8.0
1689,C-107738-4561-23,-154.45745,2,2.4322699999999995,4.20303,5.62155,89.00084,92.60359,89.85348,8.0
1690,C-142757-9743-3,-154.13524,6,2.4535999999999993,5.19613,5.18998,84.28994,90.00973,89.97962,8.0
1691,C-113030-1519-10,-154.1628625,2,2.58768,4.60449,5.51401,78.70259,131.80988,100.19449000000002,8.0
1692,C-130514-1931-14,-154.14037766666667,2,3.73438,3.62048,4.82201,68.13703,48.06497,74.59751,6.0
1693,C-141029-5572-24,-154.20031899999998,1,3.04966,4.562319999999999,5.91328,68.99015,74.94054000000001,73.32975,10.0
1694,C-102785-6832-52,-154.2409655,2,4.8348,6.54899,5.99556,105.47983,113.77764,109.25726,20.0
1695,C-53850-732-28,-154.20765133333333,5,2.45346,4.06924,5.87941,129.16753,102.04097,90.08069,6.0
1696,C-172947-5402-24,-154.5420265,227,2.4869200000000005,4.30441,3.51601,65.90249,89.99139,73.19321000000001,6.0
1697,C-177222-86-12,-154.23354125,2,2.44213,4.850849999999999,6.5597,112.43443,100.51633,59.97806,8.0
1698,C-142783-5832-50,-154.1079,1,3.35984,4.668040000000001,5.64653,103.12676000000002,90.2966,109.35206999999998,12.0
1699,C-177273-2684-21,-154.54297125,227,2.48774,4.30391,4.30391,99.58472,90.00259000000001,73.20581,8.0
1700,C-56481-8896-33,-154.09228666666667,1,4.25934,4.28537,4.82449,106.9631,104.44742,112.55716,12.0
1701,C-170366-7168-33,-154.40846366666668,179,3.5153,3.3198,3.51708,90.00003,120.02601,90.01003,6.0
1702,C-53812-2634-34,-154.14742850000002,12,3.39829,2.45903,5.96641,101.90753,62.47458,111.22860000000001,6.0
1703,C-142751-9264-46,-154.4711175,2,2.43238,3.1132700000000004,8.07634,88.13172000000002,104.71209000000002,97.15005,8.0
1704,C-172953-2094-21,-154.072417,1,2.40384,3.28562,10.55314,65.66376,83.81267,68.95094,10.0
1705,C-152589-5332-26,-154.189097,10,2.52024,4.582350000000001,6.13004,123.3603,89.91133000000002,90.03601000000002,10.0
1706,C-40132-5024-31,-154.070989,1,2.73619,4.4944,7.0467,55.15900999999999,70.41864,74.58968,10.0
1707,C-13651-5621-23,-154.12996625,2,3.69135,5.17871,3.26902,71.40698,63.487069999999996,61.34904999999999,8.0
1708,C-157705-2959-24,-154.104089,1,2.41069,3.58019,8.65951,85.90973,82.12064999999998,70.33529,10.0
1709,C-189715-4459-26,-154.24683833333333,8,2.4495099999999996,4.54572,4.60856,86.51919,122.25264000000001,105.86671,6.0
1710,C-130520-8193-16,-154.54026116666668,8,2.4772,2.47763,7.2188,110.07979,99.85114000000002,119.99711,6.0
1711,C-142779-5330-3,-154.4528875,2,2.43161,4.681069999999999,7.94167,95.41972000000001,90.71867,105.72221,12.0
1712,C-176656-6648-36,-154.205369,2,3.28086,3.2682299999999995,4.23394,123.88556999999999,84.72049,80.80697,6.0
1713,C-80180-6260-25,-154.172198125,1,2.45263,5.97366,7.58959,112.95674999999999,108.74661000000002,78.20274999999998,16.0
1714,C-126177-4900-42,-154.45330283333334,12,3.11133,2.43069,6.2688,90.15148,78.53069,113.40649,6.0
1715,C-145313-1627-32,-154.1929675,2,4.67608,3.4009899999999997,4.66252,121.85966,103.81748,96.1676,8.0
1716,C-92118-6527-12,-154.53928966666666,227,2.48717,2.4873,6.57622,79.08388,79.10259,120.02734000000001,6.0
1717,C-134193-3339-37,-154.5402775,194,2.48012,2.48013,9.23778,66.25454,90.00348999999999,120.02604000000001,8.0
1718,C-134164-924-26,-154.52514625,194,2.47349,4.11807,5.94154,133.90541,90.00278,90.00368,8.0
1719,C-170896-9077-12,-154.36608625,12,2.48519,4.67993,4.78057,92.24152000000001,121.3492,74.62827,8.0
1720,C-152589-5332-6,-154.09998266666665,2,2.67648,4.81764,4.28316,105.36881,122.25742999999999,95.30983000000002,6.0
1721,C-96690-1826-32,-154.14598,25,2.54322,4.22942,5.57091,89.99526,90.00854,89.93528,10.0
1722,C-13642-3422-57,-154.1147175,1,3.2832100000000004,4.6391599999999995,5.61585,110.51718000000002,107.00235,89.79833,12.0
1723,C-141020-5549-41,-154.07837166666667,6,2.45726,2.5315,6.83956,83.05868,69.41913,91.04843,6.0
1724,C-176646-2657-35,-154.196035,1,3.13655,4.55232,5.71897,111.6376,77.87276,105.72311,10.0
1725,C-177238-3489-2,-154.10203583333333,1,4.35872,3.66993,4.78566,110.21985000000001,88.71696,91.66401,12.0
1726,C-72750-6436-14,-154.31379783333333,1,2.4816,3.6899099999999994,4.84324,57.392569999999985,104.82207000000001,109.65390000000001,6.0
1727,C-102868-8745-43,-154.1258625,2,2.7457300000000004,4.66164,6.0207,57.9604,71.43175,97.80265,8.0
1728,C-157711-6174-42,-154.152735,2,4.43762,4.836730000000001,4.69383,75.80358,57.53589000000001,45.247620000000005,10.0
1729,C-102879-3098-43,-154.21908416666668,1,2.4663000000000004,5.68552,6.34868,113.07369,101.18869000000001,64.36626,12.0
1730,C-193909-3159-48,-154.29563000000002,1,2.46313,5.08312,7.04055,106.14474,100.09636,90.00693,14.0
1731,C-177270-1673-34,-154.28500875,8,2.45658,3.66386,6.47934,100.034,100.91415,109.61225,8.0
1732,C-56485-2380-28,-154.43501625,2,3.08999,4.6048100000000005,4.69102,87.36403000000001,105.98048000000001,117.43015,8.0
1733,C-57117-426-27,-154.22139,2,2.48446,3.82218,5.22527,98.78107,89.93705000000001,108.9511,8.0
1734,C-189698-2813-33,-154.07770785714288,1,2.47136,5.267240000000001,6.62851,72.1705,79.17123,90.01827,14.0
1735,C-152556-5725-6,-154.24693299999998,2,3.3597200000000003,5.990200000000001,4.84639,113.97888,98.2276,116.95681,10.0
1736,C-193950-5354-23,-154.23800450000002,38,2.4235399999999996,5.65965,4.17762,47.26875999999999,89.74395999999999,89.6256,6.0
1737,C-106861-4375-36,-154.10343625,2,2.50244,3.2997899999999993,7.44894,60.32656,72.32793000000001,67.83439999999999,8.0
1738,C-47654-5863-25,-154.245564375,1,2.44092,4.21511,11.31702,108.44073,96.30572,89.9577,16.0
1739,C-177238-3489-24,-154.06571125,1,4.65891,3.4614299999999996,4.26412,88.05183000000001,105.77581,117.08553999999998,8.0
1740,C-53822-9555-30,-154.5403565,227,2.48723,2.48757,6.08847,89.9998,89.99651,120.03824,6.0
1741,C-56473-8976-26,-154.15258625,2,2.5566399999999994,4.614890000000001,4.5766,103.7889,90.35643000000002,106.70574999999998,8.0
1742,C-172963-753-41,-154.229925,1,4.13683,4.23183,4.39432,87.99836,68.99525,91.36247,10.0
1743,C-134169-158-1,-154.07690833333334,2,4.59703,3.6292400000000002,5.52613,112.88324,121.80289,87.0462,12.0
1744,C-170914-4021-33,-154.241665,63,2.51077,4.804709999999999,4.93436,67.61946,59.37716,89.98847,8.0
1745,C-170871-2485-16,-154.451245,1,3.1334899999999997,3.08286,8.72827,73.52188,79.79605,46.06049999999998,8.0
1746,C-170896-9077-45,-154.06635,15,2.48357,5.41618,4.32714,60.65105,66.7354,67.17732,8.0
1747,C-72718-9015-17,-154.14135000000002,2,3.35529,2.46165,5.27638,89.82556000000001,87.46464,110.60838999999999,6.0
1748,C-40138-885-26,-154.2757231666667,1,2.47742,2.55901,5.71822,92.66467,77.4918,89.90424,6.0
1749,C-90815-4602-38,-154.45337,2,2.4314200000000006,4.20187,5.79169,87.40016000000001,77.07091,90.02762,8.0
1750,C-107723-4437-23,-154.40417,65,2.47571,4.18394,5.39384,112.84143,117.31699,89.99682,8.0
1751,C-145300-1207-24,-154.09890875,2,3.4520900000000005,3.4902399999999996,4.70798,109.04693,103.19339,104.94359,8.0
1752,C-170352-5915-28,-154.110416,1,2.44554,5.6578,5.64059,73.7388,56.66781,62.43632,10.0
1753,C-157679-4918-49,-154.11897766666667,2,4.03042,3.64102,4.3708,77.02311999999999,69.87436,46.161049999999996,6.0
1754,C-170892-2455-6,-154.1454075,5,3.31659,4.6796,3.33607,69.09832,90.01639,89.74031000000001,8.0
1755,C-126145-2991-31,-154.39504716666667,20,3.49713,3.51415,3.32329,89.96891,89.94750999999998,60.23767999999999,6.0
1756,C-41270-7708-20,-154.5449085,227,2.4876400000000003,4.30391,4.30484,48.18666,73.20859,73.21434,6.0
1757,C-136393-5526-25,-154.1775872727273,1,2.4544,6.649210000000001,10.09278,111.01592,104.06256,90.02447000000001,22.0
1758,C-73615-2489-33,-154.2921825,1,3.1879200000000005,4.75299,6.59886,90.01070000000001,63.11065000000001,81.83417,12.0
1759,C-152575-7588-45,-154.13099300000002,12,2.77335,3.6386200000000004,5.09343,67.63392000000002,68.36148,87.54079,6.0
1760,C-90809-799-33,-154.13276875,15,3.6843,3.2671000000000006,5.72891,124.7908,117.56563,63.693290000000005,8.0
1761,C-142751-9264-52,-154.4559975,12,2.4305100000000004,3.8821499999999998,6.32738,71.47904,90.03048000000001,89.95989,8.0
1762,C-177268-8621-38,-154.328865,139,3.28844,2.4733599999999996,6.08321,90.00029000000002,89.98567000000001,112.13241000000001,8.0
1763,C-102899-3014-41,-154.45163125,2,2.43074,4.858439999999999,5.63085,87.17578,90.97159999999998,120.17206000000002,8.0
1764,C-80202-9135-24,-154.1055675,1,3.48515,2.4379899999999997,9.79459,82.82981000000001,95.06390000000002,69.53264,12.0
1765,C-152560-3717-32,-154.3092015,2,2.48131,4.217590000000001,3.68834,104.88807999999999,109.63564,89.96103000000001,6.0
1766,C-152589-5332-18,-154.1220475,2,3.35639,3.9158999999999997,4.37461,128.26994,104.19960999999999,82.45608,6.0
1767,C-13909-5753-31,-154.4276391666667,2,2.42932,3.11349,6.81932,58.71096,75.51346,85.50408999999999,6.0
1768,C-148254-5891-36,-154.40398125,2,2.42836,5.6042,4.68311,113.99569000000001,103.27433,92.93736000000001,8.0
1769,C-102883-8617-51,-154.36661875,12,2.48531,4.679470000000001,4.7812,92.26722,58.668080000000025,105.41902,8.0
1770,C-176687-5509-11,-154.205651,1,2.45185,5.9003000000000005,4.59173,78.4357,74.52438,65.37270000000001,10.0
1771,C-106839-3195-21,-154.10860583333334,2,4.12428,4.325310000000001,5.61716,78.06745,88.56204,67.40202000000001,12.0
1772,C-40118-1783-30,-154.31046716666663,20,2.42626,4.22434,4.22455,88.59639,90.00489000000002,89.98626,6.0
1773,C-92142-9665-11,-154.14659833333334,12,2.4685000000000006,3.37058,7.02873,125.58387000000002,121.67169000000001,68.64079,6.0
1774,C-53816-1600-14,-154.06604299999998,8,2.44049,4.57022,5.8835,108.59188000000002,78.02333,105.4636,10.0
1775,C-76010-2418-31,-154.12975625,8,2.47286,4.60464,5.96707,82.21421000000001,78.02936,57.55034999999999,8.0
1776,C-157701-8688-41,-154.185515,1,2.42878,5.444350000000001,5.36352,72.7699,90.15407,79.32182,10.0
1777,C-126181-8319-5,-154.09738071428572,8,2.4716,4.70286,7.92906,101.50121,108.2019,74.79467,14.0
1778,C-107723-4437-41,-154.087959375,1,2.5197,3.80785,11.22375,93.27829000000001,106.37178,97.18426000000001,16.0
1779,C-172943-9308-47,-154.09985116666667,2,3.06775,4.23517,5.97953,124.82951,133.1013,80.95706000000003,6.0
1780,C-184046-597-30,-154.52585866666666,12,2.47798,2.4773999999999994,6.31078,78.67083,89.98818,59.97784000000002,6.0
1781,C-92109-5617-6,-154.12447285714285,1,2.44819,6.06635,7.20952,59.300169999999994,93.36343000000001,101.12982,14.0
1782,C-141018-4458-26,-154.15199966666668,11,2.4820999999999995,3.8491099999999996,5.35913,135.81456,90.00262,90.00085,6.0
1783,C-145309-7611-48,-154.28652875,5,2.45678,3.6659700000000006,6.91808,98.38735,110.79852000000001,109.60244,8.0
1784,C-9636-6240-47,-154.5419825,227,2.48781,4.30453,4.30433,80.40324,73.17671,89.98091000000001,8.0
1785,C-76034-2029-45,-154.09536625,4,2.46936,5.33062,8.08068,104.94774999999998,107.79668000000001,90.00328,16.0
1786,C-41314-763-1,-154.31115516666668,12,2.4813,4.220680000000001,3.68757,75.02918,70.37117,89.98458999999998,6.0
1787,C-56491-7685-29,-154.3379325,38,2.4839,2.49078,7.51315,80.39043,90.00518,90.0315,8.0
1788,C-57148-8436-3,-154.182285,1,2.45572,3.3485299999999993,7.34131,101.79701,80.34056000000001,111.35584000000001,8.0
1789,C-170920-9068-3,-154.067344375,1,2.45757,7.58584,5.72063,101.90175,89.94878,99.30018,16.0
1790,C-126163-8054-23,-154.14315283333335,2,2.84747,3.6270299999999995,4.8144,67.86564,97.90912,87.09135000000002,6.0
1791,C-157683-5975-36,-154.2317215,12,2.51145,4.19264,4.19228,121.26911999999999,72.34957,107.65941,6.0
1792,C-127240-2576-23,-154.07354636363635,1,2.52203,7.26785,8.89231,122.16534,95.93498,101.54845,22.0
1793,C-47631-7826-46,-154.09159083333333,1,2.4487800000000006,4.768840000000001,7.5334,55.71748,82.643,72.37199,12.0
1794,C-145309-7611-11,-154.19191125,10,3.59399,3.56985,4.75878,99.57803,123.60237000000001,92.63871999999999,8.0
1795,C-157713-6979-7,-154.184252,1,2.44393,4.80561,5.49171,70.47571,89.97326,75.23825,10.0
1796,C-80157-890-21,-154.12766,1,2.51452,4.86998,6.48999,117.65803000000001,98.66503999999999,90.57834,12.0
1797,C-177284-4704-12,-154.07079833333333,1,5.8443,4.79031,5.77309,105.22607,76.96261,146.66638,12.0
1798,C-76034-2029-56,-154.11341875,2,3.4691,4.921509999999999,4.84245,88.92747,135.28404,111.52362000000002,8.0
1799,C-176646-2657-46,-154.30784333333335,2,2.47993,3.68693,4.83913,57.445840000000004,104.75151,109.61798,6.0
1800,C-126177-4900-53,-154.20889,1,2.47392,4.235779999999999,6.96603,104.51101,100.23871,90.01228,10.0
1801,C-193936-350-16,-154.174036,1,2.66256,2.4176099999999994,10.96463,103.08881000000001,77.48832,90.81089000000001,10.0
1802,C-193956-5355-37,-154.12904466666666,5,2.45553,3.40651,5.84169,64.69166,77.75129,68.67599,6.0
1803,C-107734-9364-11,-154.5190275,194,2.47357,4.1179,4.94502,90.00012000000001,59.973330000000004,89.979,8.0
1804,C-172943-9308-6,-154.20308533333335,69,2.49161,4.357770000000001,3.59339,84.31527,69.6947,73.42129,6.0
1805,C-47658-6013-30,-154.4385625,2,2.99614,3.7032700000000003,9.72359,116.0541,124.28016000000001,40.737400000000015,8.0
1806,C-22159-1917-16,-154.09625875,1,3.3445900000000006,7.04498,6.20541,74.51664999999998,85.64557000000002,94.98769000000001,24.0
1807,C-106885-2076-20,-154.3925075,2,2.4871,6.31514,4.53184,87.31324,74.0617,78.65645,12.0
1808,C-142779-5330-50,-154.17764125,5,2.54675,3.6513700000000004,5.53579,94.47245,77.06357,110.45662,8.0
1809,C-34653-3008-18,-154.0811375,20,2.43808,7.236659999999999,5.84559,46.3927,65.2661,70.21382,8.0
1810,C-56514-5809-42,-154.0927925,1,3.46103,3.46115,4.23874,89.88701999999999,90.12099000000002,91.71157,8.0
1811,C-136249-3748-13,-154.1229221428571,1,2.46183,4.79372,7.14218,95.90587,99.92289,89.96321000000002,14.0
1812,C-134158-3120-13,-154.17228125,2,2.46604,3.62594,6.62511,94.05719000000002,75.89928,62.3877,8.0
1813,C-113062-5806-12,-154.071865,2,3.03325,3.71354,7.04565,53.62689000000001,73.18904000000002,66.82066,8.0
1814,C-172935-9081-9,-154.186168,1,2.46693,4.17085,8.39487,77.84578,93.12984,89.99046,10.0
1815,C-177240-673-33,-154.115836875,1,2.42488,5.78458,9.62331,53.94972,75.56177,78.12075,16.0
1816,C-73623-520-38,-154.2344625,1,2.42719,4.15656,7.15651,107.82896999999998,120.5401,90.1105,8.0
1817,C-193954-5904-30,-154.180452,1,2.4437,4.799039999999999,5.49147,109.51565000000001,89.99612,104.58971000000001,10.0
1818,C-189724-308-34,-154.459121,1,2.4299700000000004,2.43016,8.49348,81.0075,88.3251,59.99125000000002,6.0
1819,C-157707-3900-28,-154.28545666666668,63,2.47512,3.72187,4.24701,115.98589,90.00849999999998,90.00198,6.0
1820,C-27819-7124-63,-154.1406495,1,2.4631100000000004,6.72772,8.12565,113.34384000000001,72.29266,100.59266,20.0
1821,C-92140-8673-19,-154.539432,227,2.48706,2.488,6.57703,79.05735,112.26727,120.05099999999999,6.0
1822,C-130542-9068-46,-154.16246766666666,12,2.4634800000000006,3.3893799999999996,6.13512,68.61878,101.55093,68.67653,6.0
1823,C-170358-474-23,-154.336541,2,2.49002,3.93957,5.94647,82.30901999999999,77.96746,90.00985000000001,10.0
1824,C-172933-8739-50,-154.30956633333332,12,2.48052,3.69013,4.83862,111.49905999999999,104.75092000000001,109.7101,6.0
1825,C-107760-8155-37,-154.21328125,8,2.44287,4.19649,6.50213,69.79056,79.17255,89.91841,8.0
1826,C-172957-5425-12,-154.445177,2,2.43087,4.67105,3.93904,96.1381,90.88576,106.09279,6.0
1827,C-134204-8080-3,-154.4072875,65,2.4762200000000005,4.7931,4.18444,64.12613000000002,89.99943000000002,89.99676000000001,8.0
1828,C-40124-9886-7,-154.066564,1,2.46241,4.27911,5.5856,97.04945,89.66632,92.43517,10.0
1829,C-9608-2433-21,-154.44833125,2,2.43222,4.20114,6.15353,90.69851000000001,65.36873999999999,89.83522000000002,8.0
1830,C-50197-3582-32,-154.223735,1,2.48906,6.26803,8.07588,62.16297000000001,72.05423,89.98866999999998,18.0
1831,C-130509-1794-10,-154.45613566666665,12,2.42991,3.1004199999999997,5.84921,85.93755000000002,101.90402,89.79265,6.0
1832,C-157681-4063-39,-154.12690500000002,1,2.4779099999999996,4.14495,6.07144,85.53935,101.77873,89.99286,10.0
1833,C-9640-3271-37,-154.21058666666667,6,2.4822,3.9799999999999995,8.13024,89.46917,90.00087,89.9995,12.0
1834,C-53836-3159-5,-154.22204200000002,1,2.4481299999999995,4.1985,7.95827,62.11134,107.88564999999998,90.0079,10.0
1835,C-22155-1943-24,-154.1120485,1,2.4376,6.4744,8.79659,104.60181,106.7461,78.08961000000001,20.0
1836,C-193924-4401-40,-154.43195483333332,12,3.03237,4.20986,4.21073,120.00444000000002,103.24777999999999,102.08003,6.0
1837,C-150715-7121-31,-154.16116636363637,1,2.45269,5.825149999999999,11.10046,99.30171,106.41985000000001,114.38679,22.0
1838,C-141026-3786-2,-154.25083883333335,12,2.47309,3.2337500000000006,6.998,54.152620000000006,57.99982000000001,67.50976,6.0
1839,C-92105-6529-40,-154.52821500000002,8,2.47778,2.4781800000000005,6.31205,101.32635999999998,78.67794000000002,120.01081,6.0
1840,C-106851-9046-14,-154.472365,12,2.4353699999999994,3.8401400000000003,8.36876,130.73681,90.03735999999999,90.10478999999998,8.0
1841,C-96709-3568-19,-154.123066,2,2.92951,3.63933,4.73137,101.40744,106.14389,107.83699999999999,6.0
1842,C-80157-890-46,-154.28028,1,2.4333,4.16731,6.47637,96.53849,100.77828,90.01405,8.0
1843,C-136231-9145-23,-154.14550283333332,12,2.82573,3.6242199999999998,4.81491,112.09689,91.29741,86.04372,6.0
1844,C-170370-9311-27,-154.195779,2,4.01716,4.86808,5.65929,48.34754,61.84647,76.29635,10.0
1845,C-134213-109-34,-154.08154,2,2.49176,2.4938599999999997,8.44092,88.04044,89.72269,92.0673,8.0
1846,C-106899-908-24,-154.22243333333333,2,4.18874,3.4130299999999996,5.51004,86.87273,65.52564,105.91888999999999,12.0
1847,C-53806-1811-11,-154.3067365,12,2.48046,3.68839,4.83459,68.58611,104.85600000000001,70.32681,6.0
1848,C-157670-1845-42,-154.12869033333334,2,3.42912,3.84974,4.47116,128.73769,106.16454,82.54739,6.0
1849,C-170329-7952-18,-154.20198816666667,2,3.63065,4.23216,3.28113,84.67603,75.44124,48.33010000000001,6.0
1850,C-130503-1906-36,-154.30961666666667,2,2.48125,4.84397,4.2195,47.40865,89.99331,104.84553000000001,6.0
1851,C-189715-4459-4,-154.19923,2,4.23244,3.63075,3.28046,75.44424,84.6768,48.30687000000001,6.0
1852,C-148232-7880-46,-154.2078525,2,2.54758,4.75393,6.61415,90.17961,67.65472,89.34434,12.0
1853,C-136204-3885-41,-154.28417466666667,63,2.47518,3.7218500000000003,4.24847,64.01635,90.01316,90.00917,6.0
1854,C-136255-5449-49,-154.07977699999998,1,2.52955,5.31588,4.72024,78.50547,90.05563,90.01777,10.0
1855,C-152597-8815-42,-154.08415466666665,229,3.72843,3.72854,3.72869,109.48401,109.49079,109.48805,6.0
1856,C-130532-5775-22,-154.147372,38,2.4851400000000003,5.12441,5.64667,56.60479,89.9543,89.9709,10.0
1857,C-102891-3492-46,-154.09253833333335,1,2.4818,4.6964,6.86706,71.33896,90.0552,74.64363000000002,12.0
1858,C-57172-7289-46,-154.10776833333333,6,2.49038,4.077159999999999,7.78998,105.23205000000002,89.98856999999998,89.99051,12.0
1859,C-53814-5771-18,-154.55135383333334,227,2.48672,2.48654,5.55924,102.92854000000001,102.92660000000001,89.97755,6.0
1860,C-141037-8469-13,-154.160515,1,3.47307,5.307319999999999,5.77091,108.43791,94.73836,118.42508,14.0
